danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.569,0.907,4,-5.619,0,0.31,0.602,4.35e-5,0.862,0.562,94.346,audio_features,7bLMLwx6gJrCXoppD2YqOu,spotify:track:7bLMLwx6gJrCXoppD2YqOu,https://api.spotify.com/v1/tracks/7bLMLwx6gJrCXoppD2YqOu,https://api.spotify.com/v1/audio-analysis/7bLMLwx6gJrCXoppD2YqOu,211280,4
0.718,0.743,1,-8.014,1,0.281,0.334,0,0.604,0.845,144.343,audio_features,6YWEeup1WUa8KQdnUmptbV,spotify:track:6YWEeup1WUa8KQdnUmptbV,https://api.spotify.com/v1/tracks/6YWEeup1WUa8KQdnUmptbV,https://api.spotify.com/v1/audio-analysis/6YWEeup1WUa8KQdnUmptbV,198559,4
0.695,0.543,9,-9.222,0,0.212,0.314,1.37e-6,0.239,0.725,82.802,audio_features,5yqbISO0lUFwY3wdrLgiR0,spotify:track:5yqbISO0lUFwY3wdrLgiR0,https://api.spotify.com/v1/tracks/5yqbISO0lUFwY3wdrLgiR0,https://api.spotify.com/v1/audio-analysis/5yqbISO0lUFwY3wdrLgiR0,197747,4
0.525,0.284,3,-15.206,0,0.0472,0.353,0.0997,0.127,0.306,114.195,audio_features,78lTDfRCqtxSvByIRMiXF2,spotify:track:78lTDfRCqtxSvByIRMiXF2,https://api.spotify.com/v1/tracks/78lTDfRCqtxSvByIRMiXF2,https://api.spotify.com/v1/audio-analysis/78lTDfRCqtxSvByIRMiXF2,361360,3
0.85,0.461,4,-7.641,0,0.0399,0.71,0,0.165,0.663,104.917,audio_features,4vcR50WHWkUu9GJm29DqCt,spotify:track:4vcR50WHWkUu9GJm29DqCt,https://api.spotify.com/v1/tracks/4vcR50WHWkUu9GJm29DqCt,https://api.spotify.com/v1/audio-analysis/4vcR50WHWkUu9GJm29DqCt,204747,4
0.517,0.41,2,-10.802,1,0.207,0.797,0,0.124,0.501,80.135,audio_features,0mFw06CCJKlAUEK1gf3O0m,spotify:track:0mFw06CCJKlAUEK1gf3O0m,https://api.spotify.com/v1/tracks/0mFw06CCJKlAUEK1gf3O0m,https://api.spotify.com/v1/audio-analysis/0mFw06CCJKlAUEK1gf3O0m,229467,4
0.702,0.467,0,-8.42,0,0.0442,0.739,0,0.112,0.685,107.996,audio_features,38Bj0Csz52m6A4DXB568zx,spotify:track:38Bj0Csz52m6A4DXB568zx,https://api.spotify.com/v1/tracks/38Bj0Csz52m6A4DXB568zx,https://api.spotify.com/v1/audio-analysis/38Bj0Csz52m6A4DXB568zx,156920,4
0.415,0.956,9,-2.423,1,0.258,0.194,0,0.494,0.734,135.172,audio_features,7nJuEpX0qlpKXxUK0ioIMj,spotify:track:7nJuEpX0qlpKXxUK0ioIMj,https://api.spotify.com/v1/tracks/7nJuEpX0qlpKXxUK0ioIMj,https://api.spotify.com/v1/audio-analysis/7nJuEpX0qlpKXxUK0ioIMj,288600,4
0.498,0.587,2,-8.324,1,0.0304,0.372,0,0.179,0.597,135.913,audio_features,2Yk0HvfTaijA47aM0Fj88u,spotify:track:2Yk0HvfTaijA47aM0Fj88u,https://api.spotify.com/v1/tracks/2Yk0HvfTaijA47aM0Fj88u,https://api.spotify.com/v1/audio-analysis/2Yk0HvfTaijA47aM0Fj88u,231240,4
0.44,0.416,5,-9.925,1,0.0449,0.881,0.0568,0.347,0.34,129.005,audio_features,1ChLaVIFBoHv3V99lqIysK,spotify:track:1ChLaVIFBoHv3V99lqIysK,https://api.spotify.com/v1/tracks/1ChLaVIFBoHv3V99lqIysK,https://api.spotify.com/v1/audio-analysis/1ChLaVIFBoHv3V99lqIysK,179253,3
0.603,0.364,0,-8.274,1,0.028,0.509,1.83e-6,0.119,0.163,119.815,audio_features,3TjdjYx5sBXrRdytJkzJJX,spotify:track:3TjdjYx5sBXrRdytJkzJJX,https://api.spotify.com/v1/tracks/3TjdjYx5sBXrRdytJkzJJX,https://api.spotify.com/v1/audio-analysis/3TjdjYx5sBXrRdytJkzJJX,237479,4
0.332,0.166,4,-11.837,0,0.0413,0.978,0.0179,0.101,0.0521,70.095,audio_features,66NcpKY7XvuKztmld36Aao,spotify:track:66NcpKY7XvuKztmld36Aao,https://api.spotify.com/v1/tracks/66NcpKY7XvuKztmld36Aao,https://api.spotify.com/v1/audio-analysis/66NcpKY7XvuKztmld36Aao,362761,3
0.468,0.246,5,-11.12,0,0.0361,0.941,2.98e-5,0.123,0.306,117.084,audio_features,4B6JZ4LJq7RcWROpOihdv6,spotify:track:4B6JZ4LJq7RcWROpOihdv6,https://api.spotify.com/v1/tracks/4B6JZ4LJq7RcWROpOihdv6,https://api.spotify.com/v1/audio-analysis/4B6JZ4LJq7RcWROpOihdv6,347837,4
0.596,0.372,4,-9.391,1,0.0606,0.848,0,0.331,0.293,123.125,audio_features,0VUgbCK0k8QWGpLiEV8YYZ,spotify:track:0VUgbCK0k8QWGpLiEV8YYZ,https://api.spotify.com/v1/tracks/0VUgbCK0k8QWGpLiEV8YYZ,https://api.spotify.com/v1/audio-analysis/0VUgbCK0k8QWGpLiEV8YYZ,241867,4
0.623,0.342,4,-14.294,0,0.0416,0.807,0.0356,0.166,0.539,143.559,audio_features,7M2dW0OtPtMJgDJzn6qnZz,spotify:track:7M2dW0OtPtMJgDJzn6qnZz,https://api.spotify.com/v1/tracks/7M2dW0OtPtMJgDJzn6qnZz,https://api.spotify.com/v1/audio-analysis/7M2dW0OtPtMJgDJzn6qnZz,252133,4
0.465,0.455,2,-14.013,1,0.0397,0.0607,5.15e-6,0.0916,0.489,129.33,audio_features,64ZTy1DsCuYufxaBBUSFxA,spotify:track:64ZTy1DsCuYufxaBBUSFxA,https://api.spotify.com/v1/tracks/64ZTy1DsCuYufxaBBUSFxA,https://api.spotify.com/v1/audio-analysis/64ZTy1DsCuYufxaBBUSFxA,278027,4
0.486,0.203,8,-16.722,1,0.0303,0.835,6.35e-4,0.239,0.141,94.952,audio_features,1UvOFJFyfsm2OJkE3s48fs,spotify:track:1UvOFJFyfsm2OJkE3s48fs,https://api.spotify.com/v1/tracks/1UvOFJFyfsm2OJkE3s48fs,https://api.spotify.com/v1/audio-analysis/1UvOFJFyfsm2OJkE3s48fs,165333,4
0.356,0.374,10,-11.859,1,0.0441,0.731,8.99e-4,0.323,0.511,117.089,audio_features,1EK77FK4GGtFHZLH8G7lM3,spotify:track:1EK77FK4GGtFHZLH8G7lM3,https://api.spotify.com/v1/tracks/1EK77FK4GGtFHZLH8G7lM3,https://api.spotify.com/v1/audio-analysis/1EK77FK4GGtFHZLH8G7lM3,230800,4
0.468,0.612,8,-8.168,1,0.0382,0.61,1.23e-6,0.0672,0.767,128.693,audio_features,1nl13AcSpiCKdbkhtvJoo7,spotify:track:1nl13AcSpiCKdbkhtvJoo7,https://api.spotify.com/v1/tracks/1nl13AcSpiCKdbkhtvJoo7,https://api.spotify.com/v1/audio-analysis/1nl13AcSpiCKdbkhtvJoo7,184467,4
0.416,0.137,7,-13.014,1,0.0327,0.859,0,0.0912,0.322,96.549,audio_features,6Gu7Si4FlbCSLC89DwHNoj,spotify:track:6Gu7Si4FlbCSLC89DwHNoj,https://api.spotify.com/v1/tracks/6Gu7Si4FlbCSLC89DwHNoj,https://api.spotify.com/v1/audio-analysis/6Gu7Si4FlbCSLC89DwHNoj,245472,4
0.72,0.815,4,-7.436,0,0.0345,0.0377,0,0.106,0.579,98.926,audio_features,16Q58TTMLWLx29LDlQApEm,spotify:track:16Q58TTMLWLx29LDlQApEm,https://api.spotify.com/v1/tracks/16Q58TTMLWLx29LDlQApEm,https://api.spotify.com/v1/audio-analysis/16Q58TTMLWLx29LDlQApEm,373600,4
0.636,0.886,6,-5.303,0,0.0438,0.0321,0.00173,0.129,0.671,87.268,audio_features,4udWxUu33DhKGP7uhSbUiN,spotify:track:4udWxUu33DhKGP7uhSbUiN,https://api.spotify.com/v1/tracks/4udWxUu33DhKGP7uhSbUiN,https://api.spotify.com/v1/audio-analysis/4udWxUu33DhKGP7uhSbUiN,296640,4
0.715,0.611,6,-9.131,0,0.0679,0.432,0.00219,0.194,0.691,140.045,audio_features,09ekFvUyVebZ1kyYt6oz28,spotify:track:09ekFvUyVebZ1kyYt6oz28,https://api.spotify.com/v1/tracks/09ekFvUyVebZ1kyYt6oz28,https://api.spotify.com/v1/audio-analysis/09ekFvUyVebZ1kyYt6oz28,362187,4
0.696,0.878,11,-5.303,0,0.0381,0.0053,0.258,0.233,0.885,108.615,audio_features,7Hw6PwVBw9wDSZXy6B3fWb,spotify:track:7Hw6PwVBw9wDSZXy6B3fWb,https://api.spotify.com/v1/tracks/7Hw6PwVBw9wDSZXy6B3fWb,https://api.spotify.com/v1/audio-analysis/7Hw6PwVBw9wDSZXy6B3fWb,335867,4
0.604,0.82,10,-4.927,0,0.0401,0.144,1.33e-4,0.109,0.427,105.019,audio_features,1UvWx2hgpxlF7HPbwLSmIY,spotify:track:1UvWx2hgpxlF7HPbwLSmIY,https://api.spotify.com/v1/tracks/1UvWx2hgpxlF7HPbwLSmIY,https://api.spotify.com/v1/audio-analysis/1UvWx2hgpxlF7HPbwLSmIY,419520,4
0.664,0.725,9,-6.179,0,0.0897,0.363,1.39e-6,0.272,0.659,96.348,audio_features,0lPWEt7kSY37pSUIH68ME0,spotify:track:0lPWEt7kSY37pSUIH68ME0,https://api.spotify.com/v1/tracks/0lPWEt7kSY37pSUIH68ME0,https://api.spotify.com/v1/audio-analysis/0lPWEt7kSY37pSUIH68ME0,303773,4
0.698,0.801,1,-8.366,1,0.0326,0.0598,3.5e-5,0.205,0.905,93.859,audio_features,2QGzg5htcf4b0NeSLbi0K6,spotify:track:2QGzg5htcf4b0NeSLbi0K6,https://api.spotify.com/v1/tracks/2QGzg5htcf4b0NeSLbi0K6,https://api.spotify.com/v1/audio-analysis/2QGzg5htcf4b0NeSLbi0K6,245427,4
0.493,0.464,9,-7.703,1,0.0425,0.391,0.00268,0.23,0.398,125.981,audio_features,1hEKZMz3paxLqTQ3cLGETD,spotify:track:1hEKZMz3paxLqTQ3cLGETD,https://api.spotify.com/v1/tracks/1hEKZMz3paxLqTQ3cLGETD,https://api.spotify.com/v1/audio-analysis/1hEKZMz3paxLqTQ3cLGETD,198840,4
0.472,0.4,7,-12.572,0,0.0459,0.0416,0.00833,0.691,0.0903,135.134,audio_features,0DJq9F4PSbBYQLZ9c7hcuv,spotify:track:0DJq9F4PSbBYQLZ9c7hcuv,https://api.spotify.com/v1/tracks/0DJq9F4PSbBYQLZ9c7hcuv,https://api.spotify.com/v1/audio-analysis/0DJq9F4PSbBYQLZ9c7hcuv,432587,4
0.591,0.843,10,-7.547,0,0.0967,0.0279,0.00167,0.959,0.813,137.187,audio_features,3O9bvZ8HpOP9DUthqDtuTh,spotify:track:3O9bvZ8HpOP9DUthqDtuTh,https://api.spotify.com/v1/tracks/3O9bvZ8HpOP9DUthqDtuTh,https://api.spotify.com/v1/audio-analysis/3O9bvZ8HpOP9DUthqDtuTh,296867,4
0.674,0.833,9,-5.631,1,0.0363,0.113,8.82e-5,0.0957,0.827,137.905,audio_features,2ma8V5vEOfCuyqZ0V8HAq3,spotify:track:2ma8V5vEOfCuyqZ0V8HAq3,https://api.spotify.com/v1/tracks/2ma8V5vEOfCuyqZ0V8HAq3,https://api.spotify.com/v1/audio-analysis/2ma8V5vEOfCuyqZ0V8HAq3,225760,4
0.541,0.32,0,-10.313,1,0.0332,0.845,0,0.725,0.378,124.328,audio_features,26AEhGPNQ5VWZia1qyqc97,spotify:track:26AEhGPNQ5VWZia1qyqc97,https://api.spotify.com/v1/tracks/26AEhGPNQ5VWZia1qyqc97,https://api.spotify.com/v1/audio-analysis/26AEhGPNQ5VWZia1qyqc97,385933,4
0.702,0.864,5,-6.801,0,0.064,0.598,0.00191,0.911,0.803,100.398,audio_features,7JSFeWjBBXKduf6SV8rzwp,spotify:track:7JSFeWjBBXKduf6SV8rzwp,https://api.spotify.com/v1/tracks/7JSFeWjBBXKduf6SV8rzwp,https://api.spotify.com/v1/audio-analysis/7JSFeWjBBXKduf6SV8rzwp,295520,4
0.695,0.621,2,-10.316,1,0.0617,0.243,1.25e-4,0.0707,0.892,138.272,audio_features,3ed9gdGKIZXp4TFjsonebG,spotify:track:3ed9gdGKIZXp4TFjsonebG,https://api.spotify.com/v1/tracks/3ed9gdGKIZXp4TFjsonebG,https://api.spotify.com/v1/audio-analysis/3ed9gdGKIZXp4TFjsonebG,279200,4
0.481,0.621,2,-9.65,1,0.136,0.341,0,0.242,0.951,84.916,audio_features,0L7urInJWJwBXrVeunHwCU,spotify:track:0L7urInJWJwBXrVeunHwCU,https://api.spotify.com/v1/tracks/0L7urInJWJwBXrVeunHwCU,https://api.spotify.com/v1/audio-analysis/0L7urInJWJwBXrVeunHwCU,323627,4
0.655,0.586,9,-10.648,1,0.0427,0.168,1.28e-5,0.622,0.696,126.693,audio_features,5HVzPjyroR9KXB8An6ipO3,spotify:track:5HVzPjyroR9KXB8An6ipO3,https://api.spotify.com/v1/tracks/5HVzPjyroR9KXB8An6ipO3,https://api.spotify.com/v1/audio-analysis/5HVzPjyroR9KXB8An6ipO3,315520,4
0.759,0.52,0,-10.792,1,0.076,0.303,0,0.0941,0.964,111.654,audio_features,3IRwLjfEmiZOkDvSiOP5hP,spotify:track:3IRwLjfEmiZOkDvSiOP5hP,https://api.spotify.com/v1/tracks/3IRwLjfEmiZOkDvSiOP5hP,https://api.spotify.com/v1/audio-analysis/3IRwLjfEmiZOkDvSiOP5hP,160733,4
0.519,0.808,6,-7.309,0,0.0513,0.406,0.00145,0.952,0.712,129.5,audio_features,6XvNtDM8JqeypoP130puPk,spotify:track:6XvNtDM8JqeypoP130puPk,https://api.spotify.com/v1/tracks/6XvNtDM8JqeypoP130puPk,https://api.spotify.com/v1/audio-analysis/6XvNtDM8JqeypoP130puPk,236827,4
0.692,0.342,2,-9.72,1,0.0283,0.747,0,0.156,0.39,120.026,audio_features,5dZyLRIfy63eqUN1M9BDwI,spotify:track:5dZyLRIfy63eqUN1M9BDwI,https://api.spotify.com/v1/tracks/5dZyLRIfy63eqUN1M9BDwI,https://api.spotify.com/v1/audio-analysis/5dZyLRIfy63eqUN1M9BDwI,158507,3
0.743,0.485,0,-9.604,1,0.0452,0.821,0,0.0817,0.512,101.975,audio_features,4xISjdYpFEMsAFC2ax7OVE,spotify:track:4xISjdYpFEMsAFC2ax7OVE,https://api.spotify.com/v1/tracks/4xISjdYpFEMsAFC2ax7OVE,https://api.spotify.com/v1/audio-analysis/4xISjdYpFEMsAFC2ax7OVE,196907,4
0.359,0.608,7,-8.902,1,0.0335,0.671,0.00143,0.993,0.273,102.221,audio_features,0o7fuLnsvwiaWhDWjHvJor,spotify:track:0o7fuLnsvwiaWhDWjHvJor,https://api.spotify.com/v1/tracks/0o7fuLnsvwiaWhDWjHvJor,https://api.spotify.com/v1/audio-analysis/0o7fuLnsvwiaWhDWjHvJor,217347,4
0.382,0.404,0,-9.584,1,0.0371,0.594,8.85e-5,0.111,0.232,81.001,audio_features,53YY29qEXjC25WWtkHKXZ6,spotify:track:53YY29qEXjC25WWtkHKXZ6,https://api.spotify.com/v1/tracks/53YY29qEXjC25WWtkHKXZ6,https://api.spotify.com/v1/audio-analysis/53YY29qEXjC25WWtkHKXZ6,208573,4
0.565,0.46,7,-9.741,1,0.0307,0.77,2.14e-5,0.133,0.282,101.981,audio_features,1hmDsnhtabIjJPur68pu5Z,spotify:track:1hmDsnhtabIjJPur68pu5Z,https://api.spotify.com/v1/tracks/1hmDsnhtabIjJPur68pu5Z,https://api.spotify.com/v1/audio-analysis/1hmDsnhtabIjJPur68pu5Z,183507,4
0.364,0.382,2,-12.27,1,0.0334,0.829,4.65e-5,0.761,0.27,96.006,audio_features,7Dq7nZVjT5obQKTG7CmaNf,spotify:track:7Dq7nZVjT5obQKTG7CmaNf,https://api.spotify.com/v1/tracks/7Dq7nZVjT5obQKTG7CmaNf,https://api.spotify.com/v1/audio-analysis/7Dq7nZVjT5obQKTG7CmaNf,206627,4
0.538,0.249,0,-10.506,1,0.0321,0.701,4.34e-5,0.121,0.249,86.938,audio_features,4eGOBCZyjEQ6WckqOVz0ES,spotify:track:4eGOBCZyjEQ6WckqOVz0ES,https://api.spotify.com/v1/tracks/4eGOBCZyjEQ6WckqOVz0ES,https://api.spotify.com/v1/audio-analysis/4eGOBCZyjEQ6WckqOVz0ES,211080,4
0.855,0.397,11,-12.541,0,0.0453,0.339,0.244,0.0993,0.648,110.527,audio_features,0tVxzsIpzTIj41DTHAvFxs,spotify:track:0tVxzsIpzTIj41DTHAvFxs,https://api.spotify.com/v1/tracks/0tVxzsIpzTIj41DTHAvFxs,https://api.spotify.com/v1/audio-analysis/0tVxzsIpzTIj41DTHAvFxs,262080,4
0.777,0.342,0,-14.13,1,0.038,0.494,0.0952,0.273,0.808,114.918,audio_features,2MddJi3XeknnPQ0cyfLLIA,spotify:track:2MddJi3XeknnPQ0cyfLLIA,https://api.spotify.com/v1/tracks/2MddJi3XeknnPQ0cyfLLIA,https://api.spotify.com/v1/audio-analysis/2MddJi3XeknnPQ0cyfLLIA,196307,4
0.692,0.897,11,-4.969,0,0.0398,0.236,3.86e-6,0.116,0.968,106.163,audio_features,0ENvhTTww1MVOulrzuxSmu,spotify:track:0ENvhTTww1MVOulrzuxSmu,https://api.spotify.com/v1/tracks/0ENvhTTww1MVOulrzuxSmu,https://api.spotify.com/v1/audio-analysis/0ENvhTTww1MVOulrzuxSmu,226640,4
0.653,0.647,4,-7.028,1,0.0437,0.201,0,0.0753,0.936,156.28,audio_features,3zcBNmJH6ToRCI0WNEIuES,spotify:track:3zcBNmJH6ToRCI0WNEIuES,https://api.spotify.com/v1/tracks/3zcBNmJH6ToRCI0WNEIuES,https://api.spotify.com/v1/audio-analysis/3zcBNmJH6ToRCI0WNEIuES,256693,4
0.774,0.647,1,-6.682,0,0.0514,0.47,5.69e-4,0.46,0.965,95.098,audio_features,2BvDFQOl4JieEGK2cgKOey,spotify:track:2BvDFQOl4JieEGK2cgKOey,https://api.spotify.com/v1/tracks/2BvDFQOl4JieEGK2cgKOey,https://api.spotify.com/v1/audio-analysis/2BvDFQOl4JieEGK2cgKOey,200960,4
0.338,0.701,0,-8.109,1,0.0419,0.717,0,0.985,0.598,91.11,audio_features,6xudT1C5n47TeVlPXtf7xR,spotify:track:6xudT1C5n47TeVlPXtf7xR,https://api.spotify.com/v1/tracks/6xudT1C5n47TeVlPXtf7xR,https://api.spotify.com/v1/audio-analysis/6xudT1C5n47TeVlPXtf7xR,268227,4
0.214,0.996,11,-4.28,0,0.13,0.0881,5.41e-4,0.993,0.144,189.35,audio_features,640YjSSg05O4Lsp91cysps,spotify:track:640YjSSg05O4Lsp91cysps,https://api.spotify.com/v1/tracks/640YjSSg05O4Lsp91cysps,https://api.spotify.com/v1/audio-analysis/640YjSSg05O4Lsp91cysps,146920,4
0.369,0.929,0,-5.633,1,0.0649,0.082,0,0.972,0.791,149.427,audio_features,3N5VoWNA2TWay0UML62STK,spotify:track:3N5VoWNA2TWay0UML62STK,https://api.spotify.com/v1/tracks/3N5VoWNA2TWay0UML62STK,https://api.spotify.com/v1/audio-analysis/3N5VoWNA2TWay0UML62STK,278920,4
0.442,0.799,0,-9.65,1,0.0335,2.66e-5,0.221,0.0967,0.421,145.508,audio_features,194QWmi3n7OIbtnXzDd6Sx,spotify:track:194QWmi3n7OIbtnXzDd6Sx,https://api.spotify.com/v1/tracks/194QWmi3n7OIbtnXzDd6Sx,https://api.spotify.com/v1/audio-analysis/194QWmi3n7OIbtnXzDd6Sx,177533,4
0.606,0.3,7,-11.804,1,0.0827,0.707,0,0.313,0.457,91.191,audio_features,0dHTMMFAzlk164gZ7YB1rG,spotify:track:0dHTMMFAzlk164gZ7YB1rG,https://api.spotify.com/v1/tracks/0dHTMMFAzlk164gZ7YB1rG,https://api.spotify.com/v1/audio-analysis/0dHTMMFAzlk164gZ7YB1rG,272000,4
0.43,0.549,7,-12.956,1,0.0629,0.0425,2e-5,0.252,0.444,89.748,audio_features,6ttKOudrrD5yjt4saUjhNa,spotify:track:6ttKOudrrD5yjt4saUjhNa,https://api.spotify.com/v1/tracks/6ttKOudrrD5yjt4saUjhNa,https://api.spotify.com/v1/audio-analysis/6ttKOudrrD5yjt4saUjhNa,547000,4
0.598,0.65,7,-14.281,1,0.0402,0.019,0.0482,0.0775,0.595,90.673,audio_features,2Pr6qNmiOxTdo8B6bs8x8x,spotify:track:2Pr6qNmiOxTdo8B6bs8x8x,https://api.spotify.com/v1/tracks/2Pr6qNmiOxTdo8B6bs8x8x,https://api.spotify.com/v1/audio-analysis/2Pr6qNmiOxTdo8B6bs8x8x,280467,4
0.601,0.263,7,-16.087,1,0.0273,0.17,2.62e-5,0.0971,0.688,89.873,audio_features,46s6p0tsgRBfzWriIg3w9o,spotify:track:46s6p0tsgRBfzWriIg3w9o,https://api.spotify.com/v1/tracks/46s6p0tsgRBfzWriIg3w9o,https://api.spotify.com/v1/audio-analysis/46s6p0tsgRBfzWriIg3w9o,308800,4
0.671,0.443,9,-12.776,1,0.0389,0.485,2.83e-4,0.112,0.589,79.275,audio_features,6Pa6VpdGS8OfiVOEnNAHHw,spotify:track:6Pa6VpdGS8OfiVOEnNAHHw,https://api.spotify.com/v1/tracks/6Pa6VpdGS8OfiVOEnNAHHw,https://api.spotify.com/v1/audio-analysis/6Pa6VpdGS8OfiVOEnNAHHw,271440,4
0.281,0.866,0,-10.628,1,0.0647,0.122,0.00355,0.324,0.42,193.928,audio_features,7hkQhMFq4EOTYwX3I7cgmA,spotify:track:7hkQhMFq4EOTYwX3I7cgmA,https://api.spotify.com/v1/tracks/7hkQhMFq4EOTYwX3I7cgmA,https://api.spotify.com/v1/audio-analysis/7hkQhMFq4EOTYwX3I7cgmA,150467,4
0.293,0.662,4,-13.076,0,0.0486,0.0079,0.00112,0.271,0.221,186.007,audio_features,7MnT7msJZg3XBAS0OTfGrB,spotify:track:7MnT7msJZg3XBAS0OTfGrB,https://api.spotify.com/v1/tracks/7MnT7msJZg3XBAS0OTfGrB,https://api.spotify.com/v1/audio-analysis/7MnT7msJZg3XBAS0OTfGrB,302200,4
0.421,0.231,0,-14.841,1,0.0363,0.057,0.00175,0.213,0.183,116.845,audio_features,3fACD4HoiywCRscYBqOVYZ,spotify:track:3fACD4HoiywCRscYBqOVYZ,https://api.spotify.com/v1/tracks/3fACD4HoiywCRscYBqOVYZ,https://api.spotify.com/v1/audio-analysis/3fACD4HoiywCRscYBqOVYZ,248707,4
0.429,0.575,10,-8.705,1,0.156,0.794,0.0161,0.113,0.589,86.078,audio_features,7MK6sYlWniVj8D1mrAAIwb,spotify:track:7MK6sYlWniVj8D1mrAAIwb,https://api.spotify.com/v1/tracks/7MK6sYlWniVj8D1mrAAIwb,https://api.spotify.com/v1/audio-analysis/7MK6sYlWniVj8D1mrAAIwb,235867,4
0.552,0.762,8,-6.367,1,0.361,0.0384,8.63e-6,0.0239,0.512,172.086,audio_features,5p3LIyy38s0QQNoSTwbZXX,spotify:track:5p3LIyy38s0QQNoSTwbZXX,https://api.spotify.com/v1/tracks/5p3LIyy38s0QQNoSTwbZXX,https://api.spotify.com/v1/audio-analysis/5p3LIyy38s0QQNoSTwbZXX,320800,4
0.747,0.677,1,-6.24,0,0.157,0.062,0,0.109,0.702,159.959,audio_features,0gGjX0aUg7OaUSAhi1CmDk,spotify:track:0gGjX0aUg7OaUSAhi1CmDk,https://api.spotify.com/v1/tracks/0gGjX0aUg7OaUSAhi1CmDk,https://api.spotify.com/v1/audio-analysis/0gGjX0aUg7OaUSAhi1CmDk,221627,4
0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-5,0.088,0.532,147.207,audio_features,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4
0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,audio_features,7iN1s7xHE4ifF5povM6A48,spotify:track:7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,243027,4
0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
0.62,0.944,4,-3.082,0,0.0863,0.0014,0,0.733,0.592,103.024,audio_features,1lWWoec2z1j88GRblI5anV,spotify:track:1lWWoec2z1j88GRblI5anV,https://api.spotify.com/v1/tracks/1lWWoec2z1j88GRblI5anV,https://api.spotify.com/v1/audio-analysis/1lWWoec2z1j88GRblI5anV,192655,4
0.425,0.638,1,-3.184,0,0.0759,0.426,0,0.177,0.45,81.396,audio_features,3590AAEoqH50z4UmhMIY85,spotify:track:3590AAEoqH50z4UmhMIY85,https://api.spotify.com/v1/tracks/3590AAEoqH50z4UmhMIY85,https://api.spotify.com/v1/audio-analysis/3590AAEoqH50z4UmhMIY85,230667,4
0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
0.693,0.394,0,-15.882,1,0.0428,0.0782,6.94e-4,0.247,0.721,104.114,audio_features,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
0.669,0.629,9,-10.461,1,0.0405,0.232,0,0.0931,0.924,111.598,audio_features,2CoKGyZavJWTFUPyvWoj0b,spotify:track:2CoKGyZavJWTFUPyvWoj0b,https://api.spotify.com/v1/tracks/2CoKGyZavJWTFUPyvWoj0b,https://api.spotify.com/v1/audio-analysis/2CoKGyZavJWTFUPyvWoj0b,258987,4
0.502,0.89,4,-5.175,1,0.0364,1.47e-4,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,0RO9W1xJoUEpq5MEelddFb,spotify:track:0RO9W1xJoUEpq5MEelddFb,https://api.spotify.com/v1/tracks/0RO9W1xJoUEpq5MEelddFb,https://api.spotify.com/v1/audio-analysis/0RO9W1xJoUEpq5MEelddFb,482830,4
